# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 9K of event 'cycles:u'
# Event count (approx.): 29967404716
#
# Overhead  Symbol                               Shared Object                     IPC   [IPC Coverage]
# ........  ...................................  ................................  ....................
#
     0.01%  [.] 0x000000006e48faa4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e491cd8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a3b7f0               [JIT] tid 45815                   -      -            
     0.01%  [k] 0xffffffdafe9f0558               [unknown]                         -      -            
     0.01%  [.] 0x00000000f73f5384               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcdb640               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e486460               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a5c9b0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a63d30               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e3c4900               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb7d6a0               [JIT] tid 45815                   -      -            
     0.01%  [k] 0xffffffdafdb1d9a8               [unknown]                         -      -            
     0.01%  [.] 0x000000006e4942fc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a58b7c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb7d6d4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e488b0c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48f95c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a617fc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73f827c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000744d4edc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074684d28               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73cd28c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48f77c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a68a94               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48e15c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb7d75c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcdab2c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e486ebc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e4868e0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcdadf8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb7d9f8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a3696c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a605c8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73f8310               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48f74c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e487204               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48f924               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb9c59c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a61784               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48f6ac               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc4729c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73f8478               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb7d600               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f739fbf0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb984d4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73f8348               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a5eb9c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcda820               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb046a4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcd98ac               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745d76d4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48f6c8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a99704               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb99498               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a5c560               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcdb4ac               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e487a88               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb14e88               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb49a60               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072aa4660               [JIT] tid 45815                   -      -            
     0.01%  [k] 0xffffffdafda40e88               [unknown]                         -      -            
     0.01%  [k] 0xffffffdafda40d44               [unknown]                         -      -            
     0.01%  [.] 0x000000006e490000               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc44d04               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006c863d7c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a5703c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a4e69c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074624dec               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73f835c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007466d428               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a8b3c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a90230               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcd4ef0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a846a4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074649f8c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a32588               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc43f3c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73fe580               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e46e128               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcda3b8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48f92c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48fc20               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48f8d4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a616b4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73f8300               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072aa4ad4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48fa54               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e490d60               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e4874dc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb7d7a0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a5e970               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a85000               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73f85e0               [JIT] tid 45815                   -      -            
     0.01%  [k] 0xffffffdafda40d80               [unknown]                         -      -            
     0.01%  [.] 0x000000006e49cd00               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a9ca80               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e49c800               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007461ca40               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcd9f3c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745d7f10               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a57840               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a56ff0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f7562a88               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc3c3b8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73f83ac               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a58260               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a5e9f4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e475444               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcede00               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73f8660               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48efdc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006c8e8fec               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a657cc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a60cec               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48c440               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a578bc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007466d570               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e490d80               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb151f8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745cf41c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a3fdb0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48f81c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007ca3fba4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007462f364               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074685b54               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e463280               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f739f360               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a6178c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48fef8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a60f84               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a41624               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73f8688               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb03b28               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f738f000               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a0252c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcdb53c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e49a210               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a63448               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcda434               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e499abc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e49a1fc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a716c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a551d8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e492924               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc47728               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a63200               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072968274               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e49dd74               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a5e864               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73f51c4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000746737d8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007466ccf0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e493060               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e46e158               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e4863a4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48f99c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a63b48               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48fef4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e486f50               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074522640               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb7d83c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007453b5d0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074620440               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074545624               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e46f960               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074600784               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a7ea74               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a58bf8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074649e5c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a571ac               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007c999fa8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007453b640               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a5ec3c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc3a240               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e492ca8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074672164               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a58c00               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a5e954               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006c8645a8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a54340               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e486508               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcd9650               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a3f12c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072aa6400               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a57008               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a6a300               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074627800               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000000231b7e               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000072a606fc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb146e8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48f9e4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcd4e48               [JIT] tid 45815                   -      -            
     0.01%  [.] memcpy@plt                       box86                             -      -            
     0.01%  [.] 0x000000006e487a10               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc45480               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a54290               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73d12d0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a2e060               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73f83c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48f6a8               [JIT] tid 45815                   -      -            
     0.01%  [k] 0xffffffdafdb1bdcc               [unknown]                         -      -            
     0.01%  [.] 0x000000007eed2300               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007eed3ab0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000744d5144               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006c8e9304               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a617e8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f74ee0a0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc440e0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a55ae8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a44100               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc50d98               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072aa5700               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000011fcf60               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000074647c5c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a99450               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a846b4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a6ea78               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73fefd0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074673774               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a609d0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a3f140               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074618900               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007466ccb0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074622cf4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a6098c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a3f134               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a6407c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73f83f0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a63bd0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb14bc0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fbfcaac               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a5e898               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48fc48               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a61698               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a61ac4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a58b44               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f751dddc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a63ad0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48f8f8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a631bc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072aa21c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a61608               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000013298ce               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000074649db8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a6a3c8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e489094               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb7d0c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcdc34c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074649e40               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a57b10               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000746736dc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a83d80               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc46dc0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48f9f8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e4864b4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074582d40               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a60d40               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb49d0c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcda824               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48f94c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73cce00               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a99f7c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a61828               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcda8c4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a58880               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007ca3fc34               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a6a0e8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a6a0c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48fc24               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a6073c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a68354               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e490b64               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a94278               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e490d48               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a57590               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb11b80               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73ffcc0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e492cf8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a84f5c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e490988               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a8ee00               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc465d0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a7c6ac               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a946b4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745826ac               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e499988               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a61830               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007ca3b054               [JIT] tid 45815                   -      -            
     0.01%  [k] 0xffffffdafdb1d9c4               [unknown]                         -      -            
     0.01%  [.] 0x000000006e48e014               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a35900               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb7d680               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a57e40               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc45928               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074649e88               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006c81efe4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e485950               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a61048               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a61818               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb05ac0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072aa45fc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a60964               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a680c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48f5cc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e490cb0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a5ffd0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a7c590               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb14a74               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a60980               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb54aa0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007eed3b34               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a602a4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a61730               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcda0bc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074582700               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007eed9ac0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a60194               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb7d8c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074522590               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48fbd8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a61a00               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73d12e8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a606ec               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb14fac               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a604a0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e49093c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e4876e4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb7da98               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745d7c68               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a61780               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074672190               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a69aa0               [JIT] tid 45815                   -      -            
     0.01%  [k] 0xffffffdafe9f3260               [unknown]                         -      -            
     0.01%  [.] 0x000000006e48f868               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc50de8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e493104               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc465c8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc456f0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a618c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a60300               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fbd4320               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a51284               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a617a0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e490c54               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007ca3fb9c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcd9dfc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a57548               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a63598               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a616d8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745fe96c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a2e248               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e493014               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074626980               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a61a6c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73fe720               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcd51b0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072aa49f8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb03448               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb035b0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074582740               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48f978               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a6057c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f739fae4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a40480               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a5716c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074649f98               [JIT] tid 45815                   -      -            
